Time,Pose.x,Pose.y,Pose.z,Twist.linear.x,Twist.linear.y,Twist.linear.z,Twist.angular.x,Twist.angular.y,Twist.angular.z
1732177312.2654355,0.5024613819614795,-0.06342414017407894,0.09024736153729108,0.0,0.0,0.0,0.0,0.0,0.0
1732177312.3655367,0.5024364963117465,-0.06345673879300247,0.09021028929510115,0.0,0.0,0.0,0.0,0.0,0.0
1732177312.4654858,0.5024382482437322,-0.0634595967178414,0.09022055070267629,0.0,0.0,0.0,0.0,0.0,0.0
1732177312.5655177,0.5024480452052684,-0.06343108723137941,0.09024289732337423,0.0,0.0,0.0,0.0,0.0,0.0
1732177312.665379,0.502441717400187,-0.06343728595248167,0.09022472720963125,0.0,0.0,0.0,0.0,0.0,0.0
1732177312.7654908,0.5024319207027478,-0.06343203792425392,0.09022399249205251,0.0,0.0,0.0,0.0,0.0,0.0
1732177312.8655577,0.5024284202876258,-0.06347298678304547,0.09022954456131936,0.0,0.0,0.0,0.0,0.0,0.0
1732177312.9653754,0.5024274320307649,-0.06347164283694953,0.090196915354617,0.0,0.0,0.0,0.0,0.0,0.0
1732177313.0656605,0.50245133818986,-0.06344352649061967,0.09023730687964229,0.0,0.0,0.0,0.0,0.0,0.0
1732177313.1653643,0.5024175786031712,-0.0634770748254542,0.09020751209901824,0.0,0.0,0.0,0.0,0.0,0.0
1732177313.2654817,0.502453018106338,-0.06345062500293716,0.0902463992443256,2.5227391531944757e-19,7.220559406461713e-20,2.412367152993407e-19,7.095316965295421e-19,-2.478981598558576e-18,-5.288642300640068e-28
1732177313.365416,0.5024515037568884,-0.06342035687332148,0.09020143127560293,0.0,0.0,0.0,0.0,0.0,0.0
1732177313.4654303,0.5024246789973366,-0.06343064689106157,0.09020979620880207,0.0,0.0,0.0,0.0,0.0,0.0
1732177313.5653214,0.5024442957813666,-0.06344446877655852,0.09021417183887145,0.0,0.0,0.0,0.0,0.0,0.0
1732177313.6655185,0.5024260803966181,-0.06345009257200777,0.0902073543879137,0.0,0.0,0.0,0.0,0.0,0.0
1732177313.7654755,0.502444936220116,-0.06344328034441071,0.09023652384924438,0.002781657411465222,0.003658533285463658,-0.0012218848828550095,-0.0005686839211380847,0.0014921566890025225,0.003894564103427459
1732177313.8655047,0.503322033672396,-0.062445404785647335,0.08979244733916997,0.01635233747869013,0.018010151110046398,-0.0067455498774329275,6.681731320920233e-05,0.00024008304455028543,-0.004124247073281712
1732177313.9653993,0.5061764471715335,-0.05980064282666153,0.08936244443138903,0.03691541829883607,0.029637321427037955,-0.005866424017676196,-0.00037431171421714317,0.002354371965648955,0.0009154396749171401
1732177314.0655005,0.510322676774168,-0.05693273667845568,0.08880083690813104,0.05887577321241523,0.035172043875007976,-0.008797682496234737,-0.0016008199915223049,0.007139960123369663,-0.0014845800403828907
1732177314.1654296,0.5174234448036082,-0.05289074061883248,0.08819234164468005,0.07589447637883681,0.04083147621195832,0.004106177611272527,0.0007673177081866045,-0.0004878803371418056,-0.00025237783116048573
1732177314.2655556,0.5262305671244917,-0.04789840571131142,0.08931092795776664,0.09133963863855454,0.05316422444053176,0.02052525434680562,0.0026881425877338275,-0.004329485141935813,-0.003245510622999853
1732177314.3653815,0.5348462818708927,-0.04282798273787068,0.09143321045151859,0.10641209316892548,0.05993186288901938,0.015425251019530907,-0.00030282649856149826,0.004237057624405133,-0.0005233979073955147
1732177314.4653978,0.5467748291096443,-0.03627796509740297,0.09248026821896309,0.12246146328928957,0.06775230481628895,-0.00205566917697386,-0.0007765836724705373,0.005036999374811103,0.0022439350721616264
1732177314.5653956,0.5603045924628215,-0.02922981791385336,0.09171816020922888,0.13431376293573066,0.05820642672486462,-0.010390102637761927,-0.0012574759769430923,0.006186078016801766,-0.0024823073261975095
1732177314.665513,0.5746173466419953,-0.024168510263446352,0.09041203615789009,0.14621520508822822,0.04683746580859825,-0.01132013277768437,0.0008626287289897518,-0.0003190729894021552,-0.001531131799392885
1732177314.7654321,0.5903785287674207,-0.019123799437601577,0.09010546792862072,0.15224323448356794,0.0513237114881894,-0.0031859603247376325,0.001959706198912775,-0.0036570992963139023,0.0058242761654872625
1732177314.8655274,0.6030857316445013,-0.013958023781080176,0.09004515373930276,0.14017629899331613,0.06840086024687352,0.0029145386971404725,-0.0004907940796079677,0.002681103345024503,-0.005378692742556639
1732177314.9655695,0.6170843941540292,-0.006044909491565283,0.09030856010207636,0.1322854228831434,0.08767327619614858,0.0066892165744250115,0.00035461859103852304,0.0008382299641556041,0.000306835898676569
1732177315.0654542,0.6306123501796919,0.00376632328794469,0.0912165819295937,0.12633523588183984,0.10152398665932781,0.01093942000919128,0.0026212049705377897,-0.0034932732886944224,0.0078059095328354144
1732177315.16553,0.6441224918206554,0.015448217714552463,0.09251768855050602,0.1253493666393664,0.11123869170474968,0.009094430360395627,0.0011413223775634158,-0.002022722069757606,3.378255598712743e-05
