func_name,a,err,det
logistic,-0.17453292519943295,98.51388924242328,70707771.78329627
logistic,-0.15616103833633474,98.51388924242328,70707771.78329627
logistic,-0.13778915147323653,98.51388924242328,70707771.78329627
logistic,-0.11941726461013834,98.51388924242328,70707771.78329627
logistic,-0.10104537774704013,98.51388924242328,70707771.78329627
logistic,-0.08267349088394192,98.51388924242328,70707771.78329627
logistic,-0.06430160402084373,98.51388924242328,70707771.78329627
logistic,-0.04592971715774552,98.70895777667296,70583813.45623156
logistic,-0.027557830294647312,102.29697155442908,67642268.85016115
logistic,-0.009185943431549104,102.7719329716977,67398860.08598039
logistic,0.009185943431549104,102.73145129147305,67557903.40930267
logistic,0.027557830294647312,102.50710765923324,67860040.18614778
logistic,0.04592971715774549,102.1677991189811,68522298.08347821
logistic,0.0643016040208437,101.7756954553234,69417835.4391178
logistic,0.08267349088394191,101.31872732065165,70701831.84491146
logistic,0.10104537774704012,100.80000302630525,72407995.69591108
logistic,0.11941726461013832,100.20906348036283,74618876.70372492
logistic,0.13778915147323653,99.56869877158358,77216242.79671896
logistic,0.15616103833633474,98.88157614528119,80197103.9558416
logistic,0.17453292519943295,98.15866867131928,83517049.78040434
hyperbolic_tangent,-0.17453292519943295,98.51388924242328,70707771.78329627
hyperbolic_tangent,-0.15616103833633474,98.51388924242328,70707771.78329627
hyperbolic_tangent,-0.13778915147323653,98.51388924242328,70707771.78329627
hyperbolic_tangent,-0.11941726461013834,98.51388924242328,70707771.78329627
hyperbolic_tangent,-0.10104537774704013,98.51388924242328,70707771.78329627
hyperbolic_tangent,-0.08267349088394192,98.51388924242328,70707771.78329627
hyperbolic_tangent,-0.06430160402084373,98.51388924242328,70707771.78329627
hyperbolic_tangent,-0.04592971715774552,99.22214013805636,70256620.7185261
hyperbolic_tangent,-0.027557830294647312,102.74703275542954,67430013.27396846
hyperbolic_tangent,-0.009185943431549104,102.56901776805985,67737421.15378802
hyperbolic_tangent,0.009185943431549104,102.01948464801272,68417062.2921471
hyperbolic_tangent,0.027557830294647312,101.49365935578315,69062359.08972614
hyperbolic_tangent,0.04592971715774549,100.18868632324858,74296885.84432572
hyperbolic_tangent,0.0643016040208437,99.10195957492931,78584857.85568677
hyperbolic_tangent,0.08267349088394191,97.9248844740276,83649238.74072817
hyperbolic_tangent,0.10104537774704012,96.76179119585098,89192814.44222139
hyperbolic_tangent,0.11941726461013832,95.3385724606835,97125542.6973976
hyperbolic_tangent,0.13778915147323653,94.08388917453483,104323835.87640052
hyperbolic_tangent,0.15616103833633474,92.83808806910145,111811582.40504506
hyperbolic_tangent,0.17453292519943295,91.63318010742246,119488785.94376051
arctangent,-0.17453292519943295,98.51388924242328,70707771.78329627
arctangent,-0.15616103833633474,98.51388924242328,70707771.78329627
arctangent,-0.13778915147323653,98.51388924242328,70707771.78329627
arctangent,-0.11941726461013834,98.51388924242328,70707771.78329627
arctangent,-0.10104537774704013,98.51388924242328,70707771.78329627
arctangent,-0.08267349088394192,98.51388924242328,70707771.78329627
arctangent,-0.06430160402084373,98.51388924242328,70707771.78329627
arctangent,-0.04592971715774552,99.17353032985721,70287680.66279656
arctangent,-0.027557830294647312,102.50469930717395,67594871.13602981
arctangent,-0.009185943431549104,102.46851458781894,67789066.25391406
arctangent,0.009185943431549104,102.04099284123389,68306766.36744194
arctangent,0.027557830294647312,101.58672209933357,68935704.97443266
arctangent,0.04592971715774549,100.53579931649014,73208854.07871722
arctangent,0.0643016040208437,99.28476660129394,78627199.39245695
arctangent,0.08267349088394191,98.09837953810619,83907769.34072612
arctangent,0.10104537774704012,97.00097167957593,89032562.12879713
arctangent,0.11941726461013832,95.87890228085541,95013373.98792404
arctangent,0.13778915147323653,94.72648226679513,101850877.24182895
arctangent,0.15616103833633474,93.64038713080915,108646718.76687713
arctangent,0.17453292519943295,92.60692570603766,115376047.7216138
relu,-0.17453292519943295,98.51388924242328,70707771.78329627
relu,-0.15616103833633474,98.51388924242328,70707771.78329627
relu,-0.13778915147323653,98.51388924242328,70707771.78329627
relu,-0.11941726461013834,98.51388924242328,70707771.78329627
relu,-0.10104537774704013,98.51388924242328,70707771.78329627
relu,-0.08267349088394192,98.51388924242328,70707771.78329627
relu,-0.06430160402084373,98.51388924242328,70707771.78329627
relu,-0.04592971715774552,100.28466150167549,69574173.0361042
relu,-0.027557830294647312,102.57883649436104,67846105.746301
relu,-0.009185943431549104,101.57859793047861,68794343.84094141
relu,0.009185943431549104,100.14714898903138,70317899.08581087
relu,0.027557830294647312,99.250471607803,71755010.63910405
relu,0.04592971715774549,95.5942922347389,90916446.35969698
relu,0.0643016040208437,91.86141279780456,110862465.95131683
relu,0.08267349088394191,89.06597862606118,126259176.07521494
relu,0.10104537774704012,87.02262888309095,138469051.17101586
relu,0.11941726461013832,84.93159104083158,156174281.3645957
relu,0.13778915147323653,82.81807711151845,177843845.9055513
relu,0.15616103833633474,81.11603198680669,196698000.2157055
relu,0.17453292519943295,79.68158207809785,213169696.40384763
cos,-0.17453292519943295,98.51388924242328,70707771.78329627
cos,-0.15616103833633474,98.51388924242328,70707771.78329627
cos,-0.13778915147323653,98.51388924242328,70707771.78329627
cos,-0.11941726461013834,98.51388924242328,70707771.78329627
cos,-0.10104537774704013,98.51388924242328,70707771.78329627
cos,-0.08267349088394192,98.51388924242328,70707771.78329627
cos,-0.06430160402084373,98.51388924242328,70707771.78329627
cos,-0.04592971715774552,99.11644711015468,70324136.7761788
cos,-0.027557830294647312,99.58289957450603,70286267.76080135
cos,-0.009185943431549104,98.2303124922622,71724098.40388612
cos,0.009185943431549104,96.33615122062287,74006499.03416206
cos,0.027557830294647312,94.5461119719469,76271622.1251052
cos,0.04592971715774549,88.37122868380303,106978983.31505176
cos,0.0643016040208437,82.30151466634672,139030949.19070816
cos,0.08267349088394191,77.90167556163449,163612570.13429302
cos,0.10104537774704012,74.5873950754741,182917728.63872975
cos,0.11941726461013832,71.13510662943736,213169399.2471403
cos,0.13778915147323653,67.68228239990613,251288499.91738176
