func_name,a,err,det
logistic,-0.17453292519943295,40.36651874336244,64314955.73957238
logistic,-0.15616103833633474,40.36651874336244,64314955.73957238
logistic,-0.13778915147323653,40.36651874336244,64314955.73957238
logistic,-0.11941726461013834,40.36651874336244,64314955.73957238
logistic,-0.10104537774704013,40.36651874336244,64314955.73957238
logistic,-0.08267349088394192,40.37247990334155,64334047.91700832
logistic,-0.06430160402084373,40.47012772286663,64674473.676070765
logistic,-0.04592971715774552,39.04816524599447,61932857.220799595
logistic,-0.027557830294647312,39.6790565780756,63863669.78004199
logistic,-0.009185943431549104,40.38176751772195,65857331.40974319
logistic,0.009185943431549104,41.0423747898169,67726228.48470905
logistic,0.027557830294647312,41.76246247069855,69895377.25822099
logistic,0.04592971715774549,42.55133611142629,72494100.29349248
logistic,0.0643016040208437,43.3892001703589,75450423.27070263
logistic,0.08267349088394191,44.27746959969146,78825053.97844276
logistic,0.10104537774704012,45.20210657687781,82579602.39697121
logistic,0.11941726461013832,46.15896340857189,86695424.71791178
logistic,0.13778915147323653,47.15326059972381,91251710.30461916
logistic,0.15616103833633474,48.18330869143515,96198840.65507871
logistic,0.17453292519943295,49.225708993995696,101398158.3146955
hyperbolic_tangent,-0.17453292519943295,40.36651874336244,64314955.73957238
hyperbolic_tangent,-0.15616103833633474,40.36651874336244,64314955.73957238
hyperbolic_tangent,-0.13778915147323653,40.36651874336244,64314955.73957238
hyperbolic_tangent,-0.11941726461013834,40.36651874336244,64314955.73957238
hyperbolic_tangent,-0.10104537774704013,40.36651874336244,64314955.73957238
hyperbolic_tangent,-0.08267349088394192,40.445816566207135,64568501.080087975
hyperbolic_tangent,-0.06430160402084373,40.82586919056032,65903944.04161421
hyperbolic_tangent,-0.04592971715774552,39.67183491861529,64018459.90499636
hyperbolic_tangent,-0.027557830294647312,40.90318102188567,67252698.74202755
hyperbolic_tangent,-0.009185943431549104,42.25930687643169,71558459.26098718
hyperbolic_tangent,0.009185943431549104,43.58109196585628,75809774.88629246
hyperbolic_tangent,0.027557830294647312,45.20356404484397,82305643.53844784
hyperbolic_tangent,0.04592971715774549,47.003390646587796,90846127.25084643
hyperbolic_tangent,0.0643016040208437,48.69006322271569,98911875.38023251
hyperbolic_tangent,0.08267349088394191,50.49680717886656,107857263.77570441
hyperbolic_tangent,0.10104537774704012,52.208968364480846,116872244.66468257
hyperbolic_tangent,0.11941726461013832,53.88226076647768,126082915.16908514
hyperbolic_tangent,0.13778915147323653,55.73818119951386,137793798.54612786
hyperbolic_tangent,0.15616103833633474,57.80233596893198,150993888.69530535
hyperbolic_tangent,0.17453292519943295,59.58482547921841,162453807.67564356
arctangent,-0.17453292519943295,40.36651874336244,64314955.73957238
arctangent,-0.15616103833633474,40.36651874336244,64314955.73957238
arctangent,-0.13778915147323653,40.36651874336244,64314955.73957238
arctangent,-0.11941726461013834,40.36651874336244,64314955.73957238
arctangent,-0.10104537774704013,40.36651874336244,64314955.73957238
arctangent,-0.08267349088394192,40.440546289140805,64551678.529788785
arctangent,-0.06430160402084373,40.80851824717594,65854594.84428365
arctangent,-0.04592971715774552,39.54423859794517,63557789.89349271
arctangent,-0.027557830294647312,40.60485680532514,66539025.410699494
arctangent,-0.009185943431549104,41.91976554588588,70443010.16311888
arctangent,0.009185943431549104,43.32596590144482,75168718.00191043
arctangent,0.027557830294647312,44.695741088876545,80701917.85385218
arctangent,0.04592971715774549,46.32944356589959,88566532.42152034
arctangent,0.0643016040208437,48.00880170480354,96981371.19447108
arctangent,0.08267349088394191,49.64720634247048,105387932.59229523
arctangent,0.10104537774704012,51.291751814473336,113957043.99592148
arctangent,0.11941726461013832,52.83922075955928,122286445.47796269
arctangent,0.13778915147323653,54.402407786676804,131478232.4634365
arctangent,0.15616103833633474,56.055416623416306,141880457.91012138
arctangent,0.17453292519943295,57.80399841201615,153302351.99129084
relu,-0.17453292519943295,40.36651874336244,64314955.73957238
relu,-0.15616103833633474,40.36651874336244,64314955.73957238
relu,-0.13778915147323653,40.36651874336244,64314955.73957238
relu,-0.11941726461013834,40.36651874336244,64314955.73957238
relu,-0.10104537774704013,40.36651874336244,64314955.73957238
relu,-0.08267349088394192,40.7114329353073,65411164.847770244
relu,-0.06430160402084373,41.751048885137656,68988030.4702835
relu,-0.04592971715774552,40.73266038260541,67209354.01565684
relu,-0.027557830294647312,42.941092565164006,72731947.04731826
relu,-0.009185943431549104,46.48619783782007,84244166.02069123
relu,0.009185943431549104,49.68655891069283,97112959.06788906
relu,0.027557830294647312,52.56703763673578,112661017.12722383
relu,0.04592971715774549,56.67294289245197,138687458.1060644
relu,0.0643016040208437,60.596736736815636,163853104.05698058
relu,0.08267349088394191,64.01764945253016,185906912.6659794
relu,0.10104537774704012,67.26261071610566,206549486.53464782
relu,0.11941726461013832,69.89395617071754,224215234.1850004
relu,0.13778915147323653,72.63176232539585,246295782.27767625
relu,0.15616103833633474,75.84658401414327,274177937.0102324
relu,0.17453292519943295,79.47141737168354,305826298.48485106
cos,-0.17453292519943295,40.36651874336244,64314955.73957238
cos,-0.15616103833633474,40.36651874336244,64314955.73957238
cos,-0.13778915147323653,40.36651874336244,64314955.73957238
