func_name,a,err,det
logistic,-0.17453292519943295,124.95593609043286,10002127.349660132
logistic,-0.15616103833633474,124.95593609043286,10002127.349660132
logistic,-0.13778915147323653,124.95593609043286,10002127.349660132
logistic,-0.11941726461013834,124.95593609043286,10002127.349660132
logistic,-0.10104537774704013,124.95593609043286,10002127.349660132
logistic,-0.08267349088394192,124.95593609043286,10002127.349660132
logistic,-0.06430160402084373,124.6701499362083,9895822.662019398
logistic,-0.04592971715774552,124.13976445270855,9698785.912392918
logistic,-0.027557830294647312,123.7206568797787,9545332.26248515
logistic,-0.009185943431549104,123.35805985072138,9414924.610135833
logistic,0.009185943431549104,123.02354937450743,9295288.34609883
logistic,0.027557830294647312,122.70829770973764,9182144.820771012
logistic,0.04592971715774549,122.40849938449622,9073479.0494765
logistic,0.0643016040208437,122.12967903911857,8984849.941628661
logistic,0.08267349088394191,121.86816403494242,8903680.702550989
logistic,0.10104537774704012,121.62538183775264,8838435.449005336
logistic,0.11941726461013832,121.40234957982587,8791551.554565316
logistic,0.13778915147323653,121.19828430046947,8764254.81742345
logistic,0.15616103833633474,121.01175637750588,8757190.327394955
logistic,0.17453292519943295,120.8414469584236,8769815.875991633
hyperbolic_tangent,-0.17453292519943295,124.95593609043286,10002127.349660132
hyperbolic_tangent,-0.15616103833633474,124.95593609043286,10002127.349660132
hyperbolic_tangent,-0.13778915147323653,124.95593609043286,10002127.349660132
hyperbolic_tangent,-0.11941726461013834,124.95593609043286,10002127.349660132
hyperbolic_tangent,-0.10104537774704013,124.95593609043286,10002127.349660132
hyperbolic_tangent,-0.08267349088394192,124.95593609043286,10002127.349660132
hyperbolic_tangent,-0.06430160402084373,124.24331174300275,9736310.044618107
hyperbolic_tangent,-0.04592971715774552,123.56753421744695,9491279.247286165
hyperbolic_tangent,-0.027557830294647312,122.98956672776951,9274548.58418072
hyperbolic_tangent,-0.009185943431549104,122.47759963193575,9086503.682310548
hyperbolic_tangent,0.009185943431549104,122.01257610822852,8915093.973288115
hyperbolic_tangent,0.027557830294647312,121.599837720521,8760588.642873982
hyperbolic_tangent,0.04592971715774549,121.20631982898553,8608879.253760636
hyperbolic_tangent,0.0643016040208437,120.9507054445249,8778637.56886282
hyperbolic_tangent,0.08267349088394191,120.69432004174296,8834565.681007812
hyperbolic_tangent,0.10104537774704012,120.4641649689796,8937649.718270233
hyperbolic_tangent,0.11941726461013832,120.27579962074009,9085055.796354905
hyperbolic_tangent,0.13778915147323653,120.11926707937401,9263878.099590318
hyperbolic_tangent,0.15616103833633474,119.97802030836097,9468337.838669065
hyperbolic_tangent,0.17453292519943295,119.8459553742658,9685581.422395026
arctangent,-0.17453292519943295,124.95593609043286,10002127.349660132
arctangent,-0.15616103833633474,124.95593609043286,10002127.349660132
arctangent,-0.13778915147323653,124.95593609043286,10002127.349660132
arctangent,-0.11941726461013834,124.95593609043286,10002127.349660132
arctangent,-0.10104537774704013,124.95593609043286,10002127.349660132
arctangent,-0.08267349088394192,124.95593609043286,10002127.349660132
arctangent,-0.06430160402084373,124.32556934672505,9767119.392467627
arctangent,-0.04592971715774552,123.69286963182759,9539052.989527715
arctangent,-0.027557830294647312,123.17336410655903,9342782.200997716
arctangent,-0.009185943431549104,122.64182281637365,9144359.456579123
arctangent,0.009185943431549104,122.20053770022139,8979662.922697667
arctangent,0.027557830294647312,121.82544955889986,8839076.185328266
arctangent,0.04592971715774549,121.48103618043656,8707424.021167034
arctangent,0.0643016040208437,121.19281355834877,8674589.366192281
arctangent,0.08267349088394191,120.99191828531244,8871039.366876166
arctangent,0.10104537774704012,120.80499848765923,9069846.344939906
arctangent,0.11941726461013832,120.64044024389408,9270870.118628679
arctangent,0.13778915147323653,120.49050112453797,9473815.797325721
arctangent,0.15616103833633474,120.35407020023426,9676791.742220169
arctangent,0.17453292519943295,120.2253705236502,9875570.735351725
relu,-0.17453292519943295,124.95593609043286,10002127.349660132
relu,-0.15616103833633474,124.95593609043286,10002127.349660132
relu,-0.13778915147323653,124.95593609043286,10002127.349660132
relu,-0.11941726461013834,124.95593609043286,10002127.349660132
relu,-0.10104537774704013,124.95593609043286,10002127.349660132
relu,-0.08267349088394192,124.95593609043286,10002127.349660132
relu,-0.06430160402084373,123.58883012535124,9489998.741401521
relu,-0.04592971715774552,122.62835701229089,9160728.33583894
relu,-0.027557830294647312,121.84495611547293,8833300.067789827
relu,-0.009185943431549104,120.84465743776808,8447700.3962503
relu,0.009185943431549104,120.2214644906662,8206786.539317277
relu,0.027557830294647312,119.79607190522354,8040945.532323763
relu,0.04592971715774549,119.38001363154976,7871499.994509236
relu,0.0643016040208437,119.1497684291305,8167312.988656499
relu,0.08267349088394191,119.22924996149415,9393172.57182934
relu,0.10104537774704012,119.22526762316693,10375266.457024073
