Time,Pose.x,Pose.y,Pose.z,Twist.linear.x,Twist.linear.y,Twist.linear.z,Twist.angular.x,Twist.angular.y,Twist.angular.z
1732177923.9386415,0.4714890789833325,-0.08314086278260857,0.11956098103226695,0.0,0.0,0.0,0.0,0.0,0.0
1732177924.0385513,0.47149264834398413,-0.08311823368013488,0.11956173241526782,0.0,0.0,0.0,0.0,0.0,0.0
1732177924.1386151,0.47149335879335175,-0.08312935761320457,0.11954891043308152,0.0,0.0,0.0,0.0,0.0,0.0
1732177924.2385662,0.4714897615726712,-0.08313499726714334,0.1195393980317354,0.0,0.0,0.0,0.0,0.0,0.0
1732177924.3386633,0.47151807802221,-0.08316208091650834,0.11958653545178295,0.0,0.0,0.0,0.0,0.0,0.0
1732177924.4386632,0.4714992787661549,-0.08316983646097481,0.11958417878380923,0.0,0.0,0.0,0.0,0.0,0.0
1732177924.5385275,0.4715123597824617,-0.08315084276818344,0.11958292844002086,0.0,0.0,0.0,0.0,0.0,0.0
1732177924.6385293,0.471488229397506,-0.08316327364627041,0.11955626979520563,0.0,0.0,0.0,0.0,0.0,0.0
1732177924.7385342,0.47149806347604084,-0.08315458149450987,0.11956321229335123,0.0,0.0,0.0,0.0,0.0,0.0
1732177924.8389838,0.47149050482364996,-0.08316596855075921,0.11955784027364774,0.0,0.0,0.0,0.0,0.0,0.0
1732177924.9386222,0.4715049601657072,-0.08315907297733538,0.1195712901690189,0.0,0.0,0.0,0.0,0.0,0.0
1732177925.0388033,0.47150317635944716,-0.0831184003131695,0.11958623905476534,0.0,0.0,0.0,0.0,0.0,0.0
1732177925.1387305,0.47149159678449626,-0.08316680668301073,0.11956918835329863,0.0,0.0,0.0,0.0,0.0,0.0
1732177925.2385802,0.47161305262546205,-0.08265394885605265,0.11961954883196634,0.002359645781970932,0.017570465665179502,0.0010119055388138562,-0.001193048742876418,0.0012570637696397147,-0.0018014828701067714
1732177925.3386815,0.4718527651091662,-0.08081353393391427,0.11970717511249,0.0017149457925255572,0.006684161385104614,0.0031622341722817595,0.0011416281096728446,-0.002441072895926384,0.0011241867919129234
1732177925.4385598,0.4719322615757358,-0.08076843796885708,0.12006829512882927,0.00018692655903442682,-0.00026845022460712646,0.003030891435331233,0.00011572908905322824,0.00045770377285424003,-0.0009035776155363029
1732177925.53855,0.4724230287331459,-0.0808716580572614,0.1203344889085427,0.006790666040356148,-0.0009462675405670351,0.003154312019509799,0.00018986009325042895,0.0006944874808882904,0.0015398530042186366
1732177925.6386094,0.4731680821229045,-0.08060249295077294,0.12109906212942263,0.009792715498024655,0.005588659292162718,0.012740847249941267,-0.0004971300826425218,0.0012107443410092975,0.004016964552393918
1732177925.738678,0.4742896154180141,-0.08013825902266941,0.12246495181625305,0.015089002213411936,0.002568502526673942,0.01024950815867605,0.0010136770707875622,-0.0017500087704993967,-0.0007569018778086122
1732177925.838588,0.47634182315735357,-0.07984563344656274,0.12321341379228987,0.021036500091075185,0.011136496779436286,0.011456966171483233,0.0012078940176801067,-0.0068630155716613486,0.0007987207346618272
1732177925.938927,0.4779372389176547,-0.07829805813045382,0.12442123648758593,0.019099599604577376,0.02114110481676648,0.014737596317886516,4.372793596805616e-05,-0.0008508166546170974,-0.00020411146138746283
1732177926.038779,0.4799158357703977,-0.07609480118924183,0.12595874374816357,0.019209690351637068,0.02094705479128714,0.014733580227932868,0.0004835143418173562,-0.0003463354395768283,-0.0021426829124054914
1732177926.138634,0.4823054038193706,-0.0732430389679152,0.12749617386143552,0.02636373724050717,0.03519899782053527,0.017000643746400725,0.00030029996673719287,0.002470518663560117,0.0008972086393917167
1732177926.2386234,0.48536257543621963,-0.06915141814595567,0.12997717829691463,0.029198053615726704,0.0400462965296756,0.023988994928310126,0.00020543285533695553,0.0026629562095658015,0.0015177024377002746
1732177926.338652,0.4886158895415435,-0.06443149103247199,0.13199314184097216,0.034070383068113705,0.051977213807199704,0.01600310397630728,0.0003361268606028316,0.001368944358696925,0.0002528319000411894
1732177926.4386072,0.4917403841922269,-0.05973132576982951,0.132739544668962,0.04380047925730755,0.05744963936495451,0.004923917337057235,0.002467214761436522,-0.006378355097809025,-0.002407736685854811
1732177926.5387156,0.49637244705156064,-0.05370979390165702,0.1331265475422847,0.04741271268584364,0.05969165291797531,-0.002498208789204435,2.0416589840188508e-05,0.0003571949426238155,0.003644697228865068
