Time,Pose.x,Pose.y,Pose.z,Pose.qx,Pose.qy,Pose.qz,Pose.qw,Twist.linear.x,Twist.linear.y,Twist.linear.z,Twist.angular.x,Twist.angular.y,Twist.angular.z,JTwist.linear.x,JTwist.linear.y,JTwist.linear.z,JTwist.angular.x,JTwist.angular.y,JTwist.angular.z,Heading.qx,Heading.qy,Heading.qz,Heading.qw,Finish
1731414685.304106,0.45480095990253183,-0.11674448324094673,0.0943516796520683,-0.0010852281707469972,0.01064747050973325,0.009435032835915293,0.9998982117230467,-0.00012416766657500535,-6.298038091771466e-05,-1.0573679046217471e-05,0.00026574502288192884,7.435893896992154e-06,-0.0001240074828239517,-9.173698152447847e-47,4.740736293300157e-45,-1.1637529940218702e-47,9.80405878057269e-46,1.3590294276652816e-46,4.76338656111184e-44,0.0,0.16092279094466508,-0.9585101484295914,0.23529162907350162,0
1731414685.4038293,0.45483429846705165,-0.11673566458095917,0.09437383228751026,-0.0010510581851519245,0.010620646988403449,0.0094469451129904,0.9998984210219913,0.00033341140122888143,8.819341281672384e-05,0.00022154346865255783,0.0006757819186472542,-0.0005432170765963413,0.0002448766464887312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2838016041328279,0.11297752167358219,0.9522041425493427,0
1731414685.5038397,0.45483237945307636,-0.11671183782172087,0.09437416820664629,-0.001096231083626383,0.010628327256018371,0.009482901317555116,0.9998979505528311,-1.9180371956600072e-05,0.00023814631399115486,3.3574815293089488e-06,-0.0009090938536693951,0.00016141883123085518,0.0007093374923069937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010360441286001505,0.7348665605588214,0.678132582485761,0
1731414685.6040058,0.45482625282397343,-0.11671012864962821,0.09436144944543445,-0.00107236495396463,0.010634616964518043,0.009481861908611507,0.9998979194148617,-6.124663637123812e-05,1.7086237782054174e-05,-0.00012714680943576854,0.0004785333768201211,0.00012124580087069612,-1.556121506221939e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8382867243763882,0.11265061518881436,0.5334652815618718,0
1731414685.7036707,0.454825167786283,-0.11676091830113142,0.09436263015921063,-0.0010622587294764258,0.010637073132439813,0.009408068290213975,0.9998986011254409,-1.0858205453148836e-05,-0.0005082629624627566,1.1815656613910028e-05,0.00021843349757073106,4.8690694835472955e-05,-0.0014747115009575093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01660829131988582,-0.7144232118045817,0.6995167182378557,0
1731414685.8037043,0.45482396572179057,-0.11673814092597429,0.09433342373591119,-0.001072698645889753,0.010671286705000458,0.009441435457972129,0.9998979109159933,-1.2009861390005182e-05,0.00022756941926542764,-0.00029180222669308463,-0.0002092420238483321,0.0006849963228684204,0.0006653068770678196,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.5665602593697311,0.44184648850966185,0.695543782298846,0
1731414685.9037464,0.4548107775603552,-0.11669841746473712,0.0943427598816158,-0.0011215690565906707,0.010662942538103121,0.009492721371408563,0.999897460732972,-0.0001318962060308971,0.0003972785632991075,9.337178676690721e-05,-0.000989957011487534,-0.00015860967818532407,0.0010152095061985251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1849933653427918,0.7871103354455556,0.5884171773613796,0
1731414686.0041175,0.45484684390281255,-0.11674185969282531,0.09440313333126764,-0.001080139609803002,0.010578427357959908,0.009432748423305356,0.9998989716117516,0.0003607446173644455,-0.0004345200783159453,0.0006038704096314168,0.0008255690608759577,-0.0016973055716139765,-0.0011930219635377499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43092534550520567,-0.31007598963416094,0.8474409874755969,0
1731414686.1040342,0.45483088702423324,-0.11672903868552177,0.09435281389795022,-0.001105881678449936,0.01064318807448273,0.009445507659953813,0.9998981357910265,-0.00015947502404740213,0.00012813473749786404,-0.000502898658936632,-0.0005049762146165682,0.001299083609797348,0.0002510889705077464,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.7793810359382328,0.19858033557282248,0.5942483076489424,0
1731414686.2039351,0.454827976942489,-0.11675726165807808,0.09434951617517745,-0.0010755485426369735,0.010652299763230271,0.00940999577945095,0.9998984066816575,-2.9083925789192086e-05,-0.00028206590450639856,-3.295808600094668e-05,0.0006155236693036399,0.0001771315396890611,-0.0007031442454688111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0861428170447535,-0.7372379453636864,0.6701191140293824,0
1731414686.303896,0.45483522737852067,-0.1167359577681608,0.09436780325986294,-0.0011209607583133447,0.010629526500592281,0.009450178138693435,0.9998982201936847,7.256359688337393e-05,0.00021321295343519782,0.0001830202536086966,-0.0009217729116702066,-0.0004480262395419596,0.0007941047469519642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39885090134748236,0.464649004576325,0.7905815966998797,0
1731414686.4035554,0.45483742932213134,-0.11676040038573135,0.09439394350298122,-0.0010916943080364599,0.010598800900034405,0.00940814652363834,0.9998989750979892,2.2041739040338514e-05,-0.00024467374883825973,0.0002616671991382814,0.0005890365039868451,-0.0006198016740005079,-0.0008360206408442207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5003792578157193,-0.4678831326733412,0.7284956914818169,0
