Time,Pose.x,Pose.y,Pose.z,Twist.linear.x,Twist.linear.y,Twist.linear.z,Twist.angular.x,Twist.angular.y,Twist.angular.z
1732177778.8896954,0.5058672866547738,-0.061852722909373214,0.07071166978754263,0.0,0.0,0.0,0.0,0.0,0.0
1732177778.9896553,0.5058792667237608,-0.061833563577263065,0.07073029706730878,0.0,0.0,0.0,0.0,0.0,0.0
1732177779.0897024,0.5058672125236721,-0.061862206154665894,0.07072183145617388,0.0,0.0,0.0,0.0,0.0,0.0
1732177779.1895769,0.5058889093852581,-0.06185875902412047,0.07077997937135931,0.0,0.0,0.0,0.0,0.0,0.0
1732177779.289541,0.5058381771791397,-0.06187133063049598,0.07068499917966602,0.0,0.0,0.0,0.0,0.0,0.0
1732177779.3894768,0.5058765410753046,-0.06180144288123518,0.07072987819840675,0.0,0.0,0.0,0.0,0.0,0.0
1732177779.489559,0.5058852042949935,-0.061840955849276194,0.07075945366314221,0.0,0.0,0.0,0.0,0.0,0.0
1732177779.589646,0.5058783608265899,-0.06182793808463223,0.07073623504634863,0.0,0.0,0.0,0.0,0.0,0.0
1732177779.689514,0.5058577650707439,-0.06185201116557282,0.0707184930084895,0.0,0.0,0.0,0.0,0.0,0.0
1732177779.789653,0.505872864951633,-0.061831278700111666,0.07073320765522806,0.0,0.0,0.0,0.0,0.0,0.0
1732177779.8896437,0.5058662142476587,-0.06183959160358997,0.07073924383808212,0.0,0.0,0.0,0.0,0.0,0.0
1732177779.9896393,0.5058700920364312,-0.061844534270573626,0.07072626786700481,0.0,0.0,0.0,0.0,0.0,0.0
1732177780.0896804,0.5058659908723244,-0.06182265988873556,0.07072410625686333,0.0,0.0,0.0,0.0,0.0,0.0
1732177780.189682,0.5058644195328683,-0.06185121580396173,0.0707222027375004,0.0,0.0,0.0,0.0,0.0,0.0
1732177780.289541,0.5058761722905742,-0.06182241075190746,0.07073469075327501,0.0,0.0,0.0,0.0,0.0,0.0
1732177780.3896358,0.5058791795217488,-0.06185176059782628,0.07075817129657914,0.0,0.0,0.0,0.0,0.0,0.0
1732177780.4896798,0.5058697934234433,-0.06184034200312899,0.07074126077682369,0.0,0.0,0.0,0.0,0.0,0.0
1732177780.5895572,0.505874880460033,-0.061853267297658124,0.07074335938968603,0.0,0.0,0.0,0.0,0.0,0.0
1732177780.6896737,0.5058588241535116,-0.06184674984101929,0.07072974251092261,0.0,0.0,0.0,0.0,0.0,0.0
1732177780.7895858,0.505849977802901,-0.06186516953485807,0.07070353562792027,0.0,0.0,0.0,0.0,0.0,0.0
1732177780.8896227,0.5058836756753137,-0.06184246391130664,0.07072614227025802,0.0,0.0,0.0,0.0,0.0,0.0
1732177780.9896786,0.50586474961746,-0.0618669922327512,0.07072212397535727,0.0,0.0,0.0,0.0,0.0,0.0
1732177781.0896976,0.5058866916018522,-0.06183728702926271,0.07073725473178387,0.0,0.0,0.0,0.0,0.0,0.0
1732177781.1897004,0.5058693220460004,-0.06183914856511051,0.07071159081845994,3.1758461608048486e-10,1.4981891488013276e-06,-9.06962513284873e-09,3.1465858646028685e-07,9.097387188294418e-08,1.5038769123085601e-05
1732177781.28964,0.5058637584311879,-0.06184387741247295,0.07070126009144255,1.9230650768868603e-34,9.919391517346982e-31,-6.004116223511938e-33,2.083268000640907e-31,6.022871629227721e-32,9.957049817640106e-30
1732177781.3895476,0.505860078057567,-0.06188665588603866,0.07073620063177452,0.0,0.0,0.0,0.0,0.0,0.0
1732177781.4896154,0.5058693569881645,-0.061850321805665937,0.0707281919186403,0.0,0.0,0.0,0.0,0.0,0.0
1732177781.5896525,0.5058572611506686,-0.06185336725348094,0.07073404616683994,0.0,0.0,0.0,0.0,0.0,0.0
1732177781.6896288,0.5058783832879575,-0.0618559866532889,0.07073644388707041,0.0,0.0,0.0,0.0,0.0,0.0
1732177781.7896757,0.5058700826369732,-0.06186628882582301,0.07072849720206086,0.0,0.0,0.0,0.0,0.0,0.0
1732177781.889805,0.5058636327020367,-0.0618783205103014,0.0707314464090468,0.0,0.0,0.0,0.0,0.0,0.0
1732177781.9897242,0.5058800649066394,-0.06183014667415104,0.07075260000285734,0.0,0.0,0.0,0.0,0.0,0.0
1732177782.0896325,0.50587093283041,-0.06186680483569469,0.07074438978527743,0.0,0.0,0.0,0.0,0.0,0.0
1732177782.1895869,0.5058609167964002,-0.06188246055727929,0.07074190571659147,0.0,0.0,0.0,0.0,0.0,0.0
