Time,Pose.x,Pose.y,Pose.z,Pose.qx,Pose.qy,Pose.qz,Pose.qw,Twist.linear.x,Twist.linear.y,Twist.linear.z,Twist.angular.x,Twist.angular.y,Twist.angular.z,JTwist.linear.x,JTwist.linear.y,JTwist.linear.z,JTwist.angular.x,JTwist.angular.y,JTwist.angular.z,Heading.qx,Heading.qy,Heading.qz,Heading.qw,Finish
1731414963.6901383,0.4743555559371508,-0.13359259645765648,0.09615211420269178,-0.0010947873652112482,0.010629346600117094,0.009494636128534522,0.9998978299387725,3.334761678018132e-05,0.001246472833579863,-0.00022937491215590521,-0.0009228476265442246,0.0005467676217490027,0.003199787039813643,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.12627825604595325,0.6862233282345064,0.7163458283795262,0
1731414963.7399247,0.4743603645178822,-0.13363340795212678,0.09617337923399637,-0.0010810471995585953,0.010600675805742208,0.009439399074064806,0.9998986722436101,9.618821863890546e-05,-0.0008163708113354477,0.0004253740541610361,0.000562344418198008,-0.0011500396587755316,-0.002205386767079134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30930213179262034,-0.5936075080492164,0.7429416650425119,0
1731414963.7902014,0.4743356892685633,-0.13362475122895423,0.09615714591892786,-0.0010738294433525204,0.010619682435638846,0.009454377539730685,0.9998983368226136,-0.0004937338221304489,0.0001732147450209303,-0.0003248168474825402,0.0002896373158939043,0.0007573040695975453,0.0006033721000260966,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8374909165198502,0.4466079166972049,0.3148814594258037,0
1731414963.8396988,0.4743334762510114,-0.13364061890104287,0.09614680457464417,-0.001073090032978534,0.010635557820787395,0.009443645697621404,0.9998982702973137,-4.432252934106195e-05,-0.00031779926965617956,-0.0002071174424492307,4.018254721867856e-05,0.0006360531706621152,-0.0004288098174966582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4078710180768329,-0.6258338753411031,0.6648106445360998,0
1731414963.890093,0.474356099307659,-0.1336277867308724,0.09617822230864038,-0.0010790979616670865,0.010599018985688135,0.009442933061859915,0.9998986585446145,0.0004522804107449728,0.00025654089479884063,0.0006281037022469928,-0.0002536726988768268,-0.0014586871767511968,-3.275112992093341e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43684160292903945,0.1784223453863779,0.8816659688437631,0
1731414963.9397297,0.47436816798319514,-0.13364000308923388,0.09617062824550103,-0.001079451959485323,0.010586621499045318,0.009419897433574768,0.999899006780707,0.00024166413117404244,-0.0002446213439656004,-0.00015206413207103625,-9.059475687765707e-06,-0.0004954648747847706,-0.0009232586735543133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22312883297282693,-0.3589411536823888,0.9062972868156122,0
1731414963.9900107,0.4743519300934907,-0.133633357806963,0.09615242006680606,-0.0010883441388503457,0.010625866795398613,0.009443562789723548,0.9998983576262732,-0.0003232521630938536,0.00013228947280261708,-0.00036247525117343976,-0.00034924941023407684,0.0015649759252371865,0.0009402987771143898,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.8512209128814293,0.3106627706004828,0.4229794326396235,0
1731414964.040155,0.47435106211759165,-0.13363157628932074,0.09616440072158447,-0.0011151221705079008,0.010616312300757512,0.00943737281746926,0.9998984880526531,-1.7433436448755162e-05,3.5782070254534785e-05,0.00024063339077033823,-0.0010765470946178359,-0.0003734018931817893,-0.00026051515646108124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7239811545585046,0.10765565182969976,0.6813674107801585,0
1731414964.090024,0.47434846773827904,-0.1336254407900439,0.09615688476393681,-0.0010785384665594848,0.010614746310164683,0.00944752755779582,0.9998984489129843,-5.178589842620745e-05,0.00012246950197318632,-0.00015002456172321356,0.0014554357426766018,-7.67444319682376e-05,0.0004207995716478218,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.6144580946176076,0.5016003777437962,0.6089649505564179,0
1731414964.1399713,0.4743654478785129,-0.13363342194301275,0.09617293509831876,-0.0011062349436344525,0.010588766272898061,0.009445671663714225,0.9998987116502795,0.0003404277632763443,-0.0001600108135815531,0.0003217864727983796,-0.0011194757188141325,-0.0010311621686341942,-8.739103057120356e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35382165045799,-0.1759405535608829,0.918615894310497,0
1731414964.1902552,0.47435706106892966,-0.13361990280692926,0.09614544326729156,-0.0010969031970198301,0.010625288250221427,0.009453706516600113,0.9998982585673774,-0.00016780676447808202,0.00027049648167023517,-0.0005500679571239679,0.0003837811438932213,0.0014576515976732725,0.0003272528951352038,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.713405441782634,0.3508178571527157,0.6066131442177145,0
1731414964.2399895,0.4743572710929513,-0.1336118348065881,0.09618700010025766,-0.0010770576751723405,0.010587002685219482,0.009471991046651144,0.9998985132034748,4.1987426567595335e-06,0.00016129325077280016,0.0008307928107934093,0.0007711549561918525,-0.0015390590657903321,0.000737630267749948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6924219329414343,0.13442940648926924,0.7088586611254677,0
1731414964.2900174,0.4743383108112212,-0.13363712129542815,0.096138083123544,-0.001102615776305446,0.010639780457471184,0.009428969645618124,0.999898331752628,-0.0003772774675573759,-0.0005031582657263221,-0.0009733649192459002,-0.0009791008070695142,0.002111675621773815,-0.0017204218015921735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7232025223310619,-0.3738426562433681,0.5807062769308534,0
1731414964.340186,0.47435188056671934,-0.1336210877126774,0.0961617275522132,-0.001076365066835695,0.010614050118519963,0.009452960251052833,0.9998984072998698,0.0002722131158204044,0.00032163818419151806,0.0004743138961281546,0.0010330895872223645,-0.001043259836392691,0.0009724307969983697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4422115744349976,0.2998691984164751,0.8452972183065441,0
1731414964.3896894,0.4743392446716287,-0.13363110579497958,0.09613909586066854,-0.0011027905460993265,0.010640611419221705,0.009439452207057147,0.9998982238126375,-0.00025293523894644366,-0.00020053395685163162,-0.00045302309551805596,-0.0010420515214036522,0.0010739039756676573,-0.0005507743426721946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7798617649050323,-0.34521146286121285,0.5221538791854653,0
1731414964.439949,0.47434361070869957,-0.1336118255188103,0.0961464683472524,-0.0010862994621011204,0.010631940426981035,0.00946787342488625,0.9998980653891907,8.722266999191033e-05,0.0003851724431941671,0.00014728412834900747,0.0006434648688026865,-0.0003538379051317196,0.0011421394401375058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22490862980467377,0.5881733993227143,0.7768321315242741,0
1731414964.4896407,0.4743616959758906,-0.13362538344846916,0.09615552989063927,-0.0010761817030408329,0.010610013664167,0.009458253275804209,0.9998984002827283,0.0003615763767588993,-0.0002710619108151512,0.00018116624935953708,0.00040033650901958993,-0.0008802194867937589,-0.00038141624463988873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1993196818695916,-0.2982231735858109,0.9334530535360694,0
1731414964.539827,0.4743468630244032,-0.1336295682674673,0.09614759009643487,-0.0010614889300780846,0.010623618718883702,0.009453093114561462,0.9998983203291895,-0.0002971935739981168,-8.384719087414379e-05,-0.00015908201536429572,0.0005960543422664998,0.0005398181487869394,-0.00019988545562967167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8521025193859039,-0.44911678057181614,0.2687292575530301,0
1731414964.5901113,0.4743588147210029,-0.1336446441464023,0.09615114340343488,-0.0010928252679622938,0.010621533679520305,0.009420266217521976,0.9998986185307085,0.0002388906310595901,-0.00030133681879610473,7.102353582204392e-05,-0.0012394063871753408,-7.027595464874839e-05,-0.0013256624764669813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1011870554938402,-0.4293138190452489,0.8974691217959924,0
