Time,Pose.x,Pose.y,Pose.z,Pose.qx,Pose.qy,Pose.qz,Pose.qw,Twist.linear.x,Twist.linear.y,Twist.linear.z,Twist.angular.x,Twist.angular.y,Twist.angular.z,Heading.qx,Heading.qy,Heading.qz,Heading.qw,Finish
1730445967.2112117,0.08033854403735355,0.5262821971632767,0.03843335961113581,-0.008213663327083566,0.00677687535681177,0.7086431202606087,0.7054867382186969,0.0003964089189960274,-0.0003785559983735162,2.1175305424401905e-05,-3.5546036227099853e-05,0.0004922760807156897,-0.000501085050370647,0.0,-0.020797355467528828,-0.37179929662155764,0.9280801436499287,0
1730445967.3111567,0.08033303210874332,0.526293274282073,0.038396231181572676,-0.008226353824403444,0.006806582939030096,0.7086412483281876,0.7054881846631577,-5.507193910409492e-05,0.0001106760364533908,-0.00037096536557757647,0.00024226366147184184,0.0005986241143130682,-4.370776450614835e-05,-0.0,0.7237384320929328,0.2159244730793788,0.6554229961155283,0
1730445967.4107785,0.08032969492479358,0.5262830986828191,0.038401802264109636,-0.008209762344684705,0.006805764705260173,0.7086404709506375,0.705489166677901,-3.348587799890149e-05,-0.00010210371388358958,5.590120082207624e-05,0.00022353410974844262,-0.0002475417740566293,-2.2843074138072063e-05,0.0,-0.38365209372131737,-0.7007417198932825,0.6014749479273878,0
1730445967.510678,0.08033484634358726,0.5262730807830293,0.038379403027689135,-0.008228311337484978,0.0068410094539324215,0.708643863736447,0.7054852017376868,5.156513428942996e-05,-0.00010027807263403277,-0.00022421388752588125,0.00023692015911778162,0.0007609202361652538,0.00010744318329717749,0.0,0.5753695353400692,-0.25732994817094507,0.7763576466918398,0
1730445967.610811,0.08033281209240456,0.5262902470230928,0.03841871462483737,-0.008187001052047841,0.006793616414572217,0.7086490831865787,0.7054808974654148,-2.032503778224369e-05,0.00017151494409249046,0.0003927782882046203,-9.017308032961827e-05,-0.0012533792334236409,0.00013239344507292168,0.0,-0.6631886945781705,0.2895953653479175,0.6901559821900468,0
1730445967.7107637,0.08032504242320929,0.5262905820551497,0.038416510814699434,-0.008218823142640982,0.006772092022715689,0.7086438715205288,0.7054859694368005,-7.764234231311413e-05,3.3479769848618826e-06,-2.2022685499501706e-05,-0.0007519984772784048,0.000147368253773905,-0.00015316605288227984,-0.0,0.9790095458517352,0.14883295806707386,0.13924460393201435,0
1730445967.8110259,0.0802915672409778,0.5263063684511612,0.0384157611754922,-0.008223361571966008,0.006760773526068934,0.708670910041298,0.7054588645179992,-0.00033434161858300984,0.0001576705141613653,-7.487206019305209e-06,-0.00023228786254649646,-9.602487768538977e-05,0.0007622513570742902,-0.0,0.046284037096032106,0.9746797280025008,0.21876292128938207,0
1730445967.9109988,0.0803022682220857,0.5262819567265841,0.038387406086103526,-0.008229297723609181,0.006814009717491752,0.7086709396882657,0.7054582533161667,0.00010698313055598814,-0.00024405638055047938,-0.0002834801967604381,0.0006705135510578474,0.0008351233479197961,1.7057820995114597e-05,0.0,0.45628568376644624,-0.3928296711715157,0.7984285968307157,0
1730445968.0106373,0.08007005515164528,0.5266822398823523,0.038589591612326404,-0.008214330361455864,0.00678343183725743,0.7086265775002639,0.7055032838261523,-0.002328467185440535,0.0040137542271983465,0.002027372370935534,-0.00020928787841783682,-0.0006441686329418627,-0.0012705936208236364,0.0,-0.38518852982922736,0.7625891089543405,0.5196995741697538,0
1730445968.1106005,0.07883829557206598,0.5281692555587744,0.03938077850798723,-0.008354578998811365,0.006887454238114475,0.7086168436123456,0.7055104059705616,-0.012326041846186846,0.014880353079757965,0.007917294044833626,-0.0005025519623292189,0.003458437816530475,-0.00024047403274963822,0.0,-0.41884850169470844,0.7872151213345313,0.4526127322229867,0
1730445968.2105968,0.07523113784879651,0.5310619302711478,0.04128538838024384,-0.00829218666197697,0.00680481376911662,0.7086321729847758,0.7054965468099795,-0.036068515737078956,0.028924292029826725,0.019044482226914735,-0.00029528379399564096,-0.0020507916705162824,0.0004074989857453914,0.0,-0.510177959131048,0.7748457585385372,0.37327268918542317,0
1730445968.3106182,0.06996183521072116,0.5345902829756042,0.04365089534627932,-0.00824810127115168,0.00682203285384384,0.7086650154949541,0.7054639073026334,-0.05268026564000748,0.03527498238558069,0.02364934108046485,0.0008559737292038724,-0.0003827983336386492,0.0009346064059435711,0.0,-0.5251237498381714,0.7832662636462545,0.3327747099608584,0
1730445968.410646,0.0665124410804358,0.5369177699168997,0.04525129469238323,-0.008288340653267065,0.006841558411216693,0.7086030036760862,0.7055255343847945,-0.03448353279331527,0.02326784624624379,0.015999164273294866,-0.00027237196836310074,0.0008473579106296645,-0.0017501537400456974,0.0,-0.5335718452428462,0.7759822603458009,0.3363816546614368,0
1730445968.51069,0.06023500012394996,0.5425831460486951,0.05046644838097436,-0.00810868460273443,0.006689315894844633,0.7086571106074279,0.7054747351056622,-0.06275546745456195,0.05663666610665645,0.0521358002159741,0.000361167023290061,-0.004694943921549488,0.001482220473965455,0.0,-0.61176891671881,0.6645827191124238,0.4290321689498713,0
