Time,Pose.x,Pose.y,Pose.z,Pose.qx,Pose.qy,Pose.qz,Pose.qw,Twist.linear.x,Twist.linear.y,Twist.linear.z,Twist.angular.x,Twist.angular.y,Twist.angular.z,Heading.qx,Heading.qy,Heading.qz,Heading.qw,Finish
1731323985.8919947,0.48633368141481964,-0.1713965164158483,0.09607702943792407,-0.0009099482691605362,0.01063346558676432,-0.0062746254497443145,0.9999233623029457,-4.2322677877302575e-05,7.652013218197804e-05,5.419938105275785e-05,-0.00024364230027549798,-9.980583626533553e-06,0.00024736559527839975,0.0,-0.48555178334618115,0.6855149620007404,0.5425022604215275,0
1731323985.9919436,0.48632543097816944,-0.1714014095915667,0.0960318019759833,-0.0008927155332562515,0.010666835374891288,-0.006280568763710529,0.9999229851033858,-8.248124041184752e-05,-4.8918041543413025e-05,-0.00045214784619460605,0.000341598126818523,0.000669509816401053,-0.00011458876580769907,0.0,0.7631569732002244,-0.08256623322072848,0.6409167273426497,0
1731323986.0921006,0.4863096663230619,-0.171405000337579,0.09605020669319579,-0.0008982321666800223,0.010664516376200655,-0.0062829831711429295,0.9999229897306632,-0.00015761213016242365,-3.589962000503956e-05,0.00018400698683911787,-0.00010949368553020887,-4.7017236335834225e-05,-4.949108716216381e-05,0.0,-0.8897314250743532,-0.17358590896680717,0.4221918088302138,0
1731323986.191628,0.4863447979728527,-0.17142180908572963,0.09609021171298605,-0.0009223113877025379,0.010604934959793342,-0.006305760477395856,0.9999234581111719,0.00035200585561544467,-0.00016841730490372255,0.0004008351814970122,-0.000470086798835818,-0.001196607292434658,-0.000462536213247805,0.0,-0.3969414222214962,-0.16678127974076873,0.9025638548339987,0
1731323986.2916563,0.48632255522837925,-0.17142057022713975,0.09606920248315538,-0.0009010556856707007,0.010638419479501943,-0.00630948841838144,0.999923098285827,-0.00022246160148862252,1.2390488334382622e-05,-0.00021012456083177784,0.0004217050618462028,0.0006725696179974535,-6.946901184010501e-05,-0.0,0.9274696965205471,0.054690429380273034,0.3698768970485795,0
1731323986.3918984,0.4863274002071265,-0.1714206969436178,0.0960565905522258,-0.0009172718227164473,0.010656384650779184,-0.006303316624659518,0.9999229311692511,4.8356102842451646e-05,-1.2647145353115006e-06,-0.0001258754394781008,-0.00032724484635200337,0.00035646517819509923,0.00012004034451753475,0.0,0.5662789173167307,-0.0056896022031011585,0.8241940403990808,0
1731323986.492009,0.48632439021403134,-0.17137804805058404,0.0960359905685807,-0.0009359982864657074,0.010668843046016022,-0.006247349143546073,0.9999231322076442,-3.007407506630174e-05,0.0004261225757143982,-0.0002058228822862428,-0.0003876485439333384,0.00024552887987097313,0.0011145631253951626,-0.0,0.3171483629592853,0.6566037546780993,0.6843160272965026,0
1731323986.591864,0.48636049166928386,-0.171399727159394,0.09610924190579609,-0.0009259910276723115,0.01058894995176506,-0.006274218731309177,0.99992382252792,0.00036150790597949884,-0.00021708734937614426,0.0007335144065997397,0.00021619633678505976,-0.001598308421487948,-0.0005373750654534739,0.0,-0.5131292576503849,-0.15186323462554083,0.8447697455000581,0
1731323986.6916878,0.48632581369356476,-0.17140081753254038,0.09604032517606269,-0.0009145698902936929,0.01066460579087964,-0.006276564310290976,0.9999230142794493,-0.000347163313634799,-1.0915791557827329e-05,-0.0006899295522011675,0.00021963288504051588,0.001516325057457225,-4.322067563574403e-05,0.0,0.8511996726490394,-0.01346734339916864,0.524669179525477,0
1731323986.7918444,0.4863233085571465,-0.17141931438407537,0.09602704459781612,-0.0009160412854512043,0.010679654589788116,-0.006290564129543637,0.9999227643418956,-2.5021560001535405e-05,-0.00018474845407629302,-0.00013264778038852944,-2.8303755373080346e-05,0.0003007188921145801,-0.0002797120281754121,0.0,0.4343701507990789,-0.6049796960187624,0.6673246132878894,0
1731323986.8915951,0.4863197085254581,-0.17138641992649498,0.09605080430354844,-0.000914260960132956,0.01064823761476103,-0.006255852958885948,0.9999233187931726,-3.605691723004342e-05,0.0003294617483834827,0.00023797061169088178,3.218115284234569e-05,-0.0006298111110625985,0.0006951344083406643,0.0,-0.43194131446564726,0.5980072062333762,0.6751400463241987,0
1731323986.991885,0.48632419340370153,-0.1714172423750686,0.0960538981147662,-0.0009236094374358022,0.010652024347871094,-0.006295118746953612,0.9999230234387352,4.4778683197094584e-05,-0.00030774272680725594,3.088975550090671e-05,-0.00017879523422738237,7.521528941933926e-05,-0.0007859843987968808,0.0,-0.06536614838180028,-0.6512177392699808,0.7560705805054339,0
1731323987.0919049,0.4863391386455493,-0.17140582194741366,0.09606781902224923,-0.0008979166486319668,0.010632557160255594,-0.0062811412357082035,0.9999233419311218,0.00014946325157399884,0.00011421255467547502,0.00013921916543544838,0.0005133269999185974,-0.00038644036120902275,0.0002846935253824439,0.0,-0.3286117628328768,0.26958636630354177,0.9051726357060965,0
1731323987.1920671,0.48631409794590696,-0.17143768462906356,0.09606323141937194,-0.0009452844061101697,0.010640835402553705,-0.00632376516913403,0.9999229415577046,-0.00025018712947195125,-0.00031834704992802083,-4.5835747859324724e-05,-0.0009384478260298847,0.0001602709286618732,-0.000861638078140267,0.0,0.12802153874836286,-0.8891592499563843,0.4393248386257048,0
1731323987.2920837,0.48614082441475964,-0.1710397661635057,0.0956156468508298,-0.0008946091924272504,0.010679946411561713,-0.006286891337660157,0.9999228037285416,-0.0017309005395922481,0.003974971146413761,-0.004471106268066235,0.0009995995452167078,0.0007870295432928773,0.000748172671721401,-0.0,0.5973992266949487,0.5311089798877348,0.6008638909327861,0
1731323987.391988,0.4854912485019013,-0.16904507479855063,0.09343779532382349,-0.000901877530934458,0.0106417617338059,-0.0063354484315925165,0.9999228978362736,-0.006502742033088389,0.019968356469461757,-0.021801927051407963,-0.00013028360173472387,-0.000764527129037335,-0.0009743321021249275,-0.0,0.5747311380169465,0.5263954975613344,0.6265715435135089,0
