time,distance,wave_sensor.distance,wave_sensor.signal,intersection.mean.x,intersection.mean.y,intersection.cov.xx,intersection.cov.xy,intersection.cov.yx,intersection.cov.yy,pdf.id0,pdf.val0,pdf.id1,pdf.val1,pdf.id2,pdf.val2,pdf.id3,pdf.val3
1735019997.057088,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019997.156536,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019997.2565012,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019997.3565073,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019997.4565177,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019997.556619,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019997.6565232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019997.7565217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019997.8565297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019997.956527,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019998.056595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019998.156605,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019998.256555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019998.356815,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019998.4565465,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019998.5564942,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019998.656475,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019998.7564862,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019998.8564668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019998.9564087,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019999.056492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019999.156503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019999.2565086,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019999.3565118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019999.4565034,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019999.5564775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019999.656438,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019999.7564662,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019999.8565001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735019999.9564831,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735020000.0564702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735020000.1564705,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735020000.2564738,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
1735020000.356462,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,1,0.0,2,0.0,3,0.0,4,0.0
