Time,Pose.x,Pose.y,Pose.z,Pose.qx,Pose.qy,Pose.qz,Pose.qw,Twist.linear.x,Twist.linear.y,Twist.linear.z,Twist.angular.x,Twist.angular.y,Twist.angular.z,Heading.qx,Heading.qy,Heading.qz,Heading.qw
1730263557.1405573,-0.26163418006472494,0.06563158944399014,0.4037505451467449,-0.22611152134375834,0.7350573008135073,-0.5984210484896906,0.22462545083064805,-1.7192079827808373e-06,-1.3127409073935709e-05,1.3355108757365391e-06,-0.00013475312295711418,-2.9976169443362748e-05,1.53066199579188e-05,0.0,-0.07605060901726103,-0.7475397415546593,0.6598489521583685
1730263557.2402706,-0.26236982208765935,0.05954503936540649,0.40434266630698035,-0.23479734544655564,0.7526008967774585,-0.5727574815599542,0.22452386077678893,-0.007365928169425224,-0.060944167517267785,0.005928864580755209,-0.6281476898863187,-0.1377537601150347,0.07016394049719138,0.0,-0.07243997728114174,-0.7446272469604334,0.6635380266236695
1730263557.3403053,-0.26298088077967574,0.05348574920681615,0.4048790787059928,-0.24366863293966123,0.7692752718050447,-0.5465536503530674,0.22387554756231937,-0.006110068297566765,-0.060587758896928266,0.005363668721923641,-0.6287870821317351,-0.13823074834581356,0.059384055223913136,0.0,-0.06539634879895583,-0.7387141934354101,0.6708387719719522
1730263557.4405339,-0.26347017754908947,0.047452160950601355,0.4053616721845996,-0.25270839658228483,0.785076177274387,-0.5198192826729691,0.2226696556210694,-0.004885726997869161,-0.06024659650366352,0.0048187932862298385,-0.6299206097876011,-0.13812448694551827,0.04875984904300965,0.0,-0.058604822733639865,-0.7327023382579528,0.678021207827371
1730263557.5402699,-0.2638397411399278,0.041452148574374695,0.4057915505444708,-0.26188507629537333,0.7999745797509835,-0.4926064346048322,0.22089766669641245,-0.0037014462536400505,-0.06009445703619917,0.004305542223617354,-0.6333755107585345,-0.13784540871880255,0.03840973219153288,0.0,-0.052058296496742006,-0.7266018772364526,0.6850836779272443
1730263557.6402466,-0.26409229874943696,0.03548565082265685,0.4061704591899108,-0.2711784162313318,0.8139627250341338,-0.46493300316367836,0.21855034064141074,-0.0025261205498536294,-0.05967783988200819,0.0037899032922564836,-0.6343754491783177,-0.13635919279888623,0.028054114754814133,0.0,-0.04575124706544493,-0.7204235533799586,0.6920236463643064
1730263557.740506,-0.26423036027003066,0.02955634566552489,0.4064998669314336,-0.2805619358247518,0.8270238267952009,-0.4368346387233847,0.21562024137520022,-0.001377643986046553,-0.05916544708497358,0.0032869882362193304,-0.6346516347878514,-0.13406717988013495,0.017896011731949973,0.0,-0.03967665923278199,-0.714175748023289,0.6988410145716272
1730263557.8402615,-0.2642565680265893,0.02366868340383855,0.40678125101828816,-0.2900072502728946,0.8391407044286925,-0.4083521913373757,0.21210176988897525,-0.00026261503088254766,-0.05899736603621948,0.002819611457157852,-0.6389322000965948,-0.13197389994841044,0.008067644332374755,0.0,-0.033830589369874535,-0.7078690431650438,0.7055330672275342
1730263557.9402297,-0.2641737116327473,0.017825217116383303,0.40701622730739273,-0.2994883953372486,0.8503013975753582,-0.3795188178458948,0.20798966618696998,0.0008287939453160499,-0.05845088416392563,0.0023504151782659873,-0.639414648833271,-0.12846576308134958,-0.001555316178969878,0.0,-0.028209114652213912,-0.7015133786363166,0.7120977639655937
1730263558.0402665,-0.26398465597611376,0.012028941478655634,0.40720641493376464,-0.3089781801078152,0.8604939560479253,-0.35037098056818244,0.20328013134082734,0.0018899906086474294,-0.05794540462586148,0.001901306917362667,-0.6406016605768974,-0.12450532126089041,-0.010843583511095298,0.0,-0.02280823476374702,-0.6951178582047228,0.7185338876015804
1730263558.1402667,-0.26369244142268833,0.006284167106289351,0.4073534381454404,-0.318446738236018,0.8697055742164522,-0.3209532142923466,0.19797202660750732,0.002922022896953309,-0.057445332743047604,0.0014701704137053005,-0.6420996214385153,-0.12002909156243341,-0.01978068553933197,0.0,-0.0176253724261502,-0.6886925313566348,0.7248392535593186
1730263558.240277,-0.2632999661075449,0.0005908406540104567,0.4074590619523166,-0.327870951562335,0.8779315418927456,-0.29128889501068433,0.19206151752730186,0.0039247288181154735,-0.056932911538737405,0.0010562315201268916,-0.6437013111132224,-0.11501785968179903,-0.02833473211554834,0.0,-0.012657168895934047,-0.68224576085033,0.731013349999365
1730263558.3402812,-0.26281038531577566,-0.005047266676157508,0.4075249777921004,-0.3372209993546208,0.885162041348769,-0.2614220867494573,0.18554959096993498,0.004895229056856534,-0.056374407028048586,0.0006590804615731193,-0.645007545455802,-0.1094265113072681,-0.03645834436678937,0.0,-0.007900696411714331,-0.675785585049715,0.7370559151348183
1730263558.440424,-0.26222685955249014,-0.010627855565283086,0.4075529476552441,-0.34646912660194334,0.8913908780708395,-0.23139050189155252,0.1784373347653445,0.00582753818439923,-0.055732063413455143,0.0002793286187819726,-0.6455509079134453,-0.10321791217549926,-0.04407642442179768,0.0,-0.003354633085347512,-0.6693214059365418,0.7429654110333763
1730263558.5402455,-0.261552716680883,-0.016147910092343322,0.4075447688021812,-0.35558609413324044,0.8966125406974079,-0.20123693862806125,0.17072836921499462,0.006752366266473737,-0.0552901047351534,-8.192122745211841e-05,-0.6486169227568587,-0.09693788775840184,-0.05139570617232677,0.0,0.0009821375884507732,-0.6628622619395339,0.7487407142009589
1730263558.640313,-0.2607911228755889,-0.021606380657899653,0.40750227065688094,-0.3645456715582441,0.900824825628435,-0.17099460211908815,0.16242516099971477,0.007611481150153114,-0.05455276228560697,-0.0004247327507405413,-0.648392911543049,-0.08973256883125186,-0.057947802869584564,0.0,0.005110677915161707,-0.6564165276588972,0.7543813512988532
1730263558.740284,-0.2599452948950877,-0.027001909719925228,0.40742729603927097,-0.37332089850784644,0.9040261197758217,-0.1406992191779569,0.15353179222258617,0.00846224224994555,-0.053980567020763225,-0.0007500974092115492,-0.6502756374454806,-0.08243061690359402,-0.064145614973568,0.0,0.009032084706568605,-0.6499916515544607,0.7598876721959358
1730263558.8402693,-0.25901845583449923,-0.03233325990504689,0.4073217056462153,-0.38188483060843786,0.9062159486192689,-0.11038673055969878,0.1440534634626456,0.009267869102890493,-0.05331050206926516,-0.0010558445181858402,-0.6511205996117111,-0.07463174307379714,-0.06968754506567812,0.0,0.012746766098345819,-0.6435952346751664,0.7652598864813518
1730263558.9402685,-0.25801432225085913,-0.03759685131119775,0.40718744851045496,-0.39020672068246554,0.9073946940267711,-0.08010751169101708,0.13400138416065996,0.01004120178635714,-0.05263521138143667,-0.0013425534345148332,-0.6520100129067731,-0.06652124095513982,-0.07465246383186894,0.0,0.01625382935495975,-0.6372362707226419,0.7704970787139946
